job_description,resume,affinity_score
"Puesto: Ingeniero de Machine Learning. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: Keras, PostgreSQL, Machine Learning, Kubernetes. Skills blandas: Comunicación efectiva, Pensamiento crítico, Gestión del tiempo, Trabajo en equipo. Idiomas: Francés.","Experiencia: 5-8 años. Educación: Profesional en Diseño. Skills: PostgreSQL, Kubernetes, Trabajo en equipo, Keras, Machine Learning, Pensamiento crítico, Git, Resolución de problemas, Creatividad, Gestión del tiempo, Comunicación efectiva. Idiomas: Inglés nativo, Portugués, Inglés avanzado.",9.25
"Puesto: Desarrollador Backend. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: Git, SQL, Java, Node.js. Skills blandas: Trabajo en equipo, Adaptabilidad, Resolución de problemas, Creatividad. Idiomas: Portugués.","Experiencia: 1-3 años. Educación: Doctorado. Skills: Adaptabilidad, Git, Java, Django, Scrum, Python, Negociación, Kubernetes, PowerBI. Idiomas: Francés, Portugués, Inglés básico.",6.45
"Puesto: Diseñador UX/UI. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Django, Kubernetes, Machine Learning, Git. Skills blandas: Pensamiento crítico, Gestión del tiempo. Idiomas: Portugués.","Experiencia: 0-1 años. Educación: Profesional en Diseño. Skills: Django, Kubernetes, PowerBI, C++, TensorFlow, AWS. Idiomas: Inglés avanzado, Portugués.",3.95
"Puesto: Analista de Datos. Ubicación: Remoto. Experiencia requerida: 8+ años. Educación: Profesional en Administración. Skills técnicas requeridas: MongoDB, Git, Java, PostgreSQL, JavaScript. Skills blandas: Resolución de problemas, Gestión del tiempo, Comunicación efectiva, Creatividad. Idiomas: Inglés intermedio.","Experiencia: 8+ años. Educación: Profesional en Diseño. Skills: Creatividad, JavaScript, MongoDB, Gestión del tiempo, Comunicación efectiva, Git, Python, APIs REST, Docker, Keras. Idiomas: Inglés intermedio, Francés, Portugués.",5.82
"Puesto: Data Scientist. Ubicación: Bogotá. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Docker, APIs REST, Java, PostgreSQL, JavaScript, Git. Skills blandas: Gestión del tiempo, Pensamiento crítico, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 1-3 años. Educación: Profesional en Ingeniería. Skills: PostgreSQL, APIs REST, JavaScript, Resolución de problemas, Docker, Machine Learning, Java, TensorFlow, Python. Idiomas: Inglés nativo, Inglés básico.",4.92
"Puesto: Ingeniero de Machine Learning. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: PostgreSQL, Machine Learning, Node.js, Python, JavaScript, Git. Skills blandas: Gestión del tiempo, Trabajo en equipo, Resolución de problemas, Pensamiento crítico. Idiomas: Inglés avanzado.","Experiencia: 1-3 años. Educación: Profesional en Diseño. Skills: Trabajo en equipo, Machine Learning, SAP, Análisis financiero, Excel avanzado, Gestión de proyectos. Idiomas: Portugués, Inglés intermedio, Inglés nativo.",4.27
"Puesto: Product Manager. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Machine Learning, Django, PostgreSQL, Python, Docker, MongoDB, SQL. Skills blandas: Resolución de problemas, Adaptabilidad, Gestión del tiempo, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Técnico. Skills: Docker, Django, Agile, SEO, Liderazgo, Negociación, SAP. Idiomas: Inglés nativo, Francés, Inglés intermedio.",1.97
"Puesto: Analista Financiero. Ubicación: Cali. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: JavaScript, Django, React, Git, Azure. Skills blandas: Gestión del tiempo, Resolución de problemas, Trabajo en equipo. Idiomas: Inglés avanzado.","Experiencia: 5-8 años. Educación: Maestría. Skills: JavaScript, React, Resolución de problemas, Keras, Deep Learning, MongoDB. Idiomas: Inglés básico, Inglés avanzado, Portugués.",7.05
"Puesto: Analista Financiero. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: React, TensorFlow, AWS, JavaScript. Skills blandas: Trabajo en equipo, Gestión del tiempo, Creatividad. Idiomas: Portugués.","Experiencia: 3-5 años. Educación: Técnico. Skills: React, Gestión del tiempo, TensorFlow, Creatividad, JavaScript, Django, Java, Node.js, AWS, Kubernetes. Idiomas: Inglés básico.",9.11
"Puesto: Desarrollador Full Stack. Ubicación: Barranquilla. Experiencia requerida: 8+ años. Educación: Profesional en Diseño. Skills técnicas requeridas: Java, Python, Node.js, React, AWS, Docker, Django. Skills blandas: Trabajo en equipo, Resolución de problemas. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Doctorado. Skills: AWS, Node.js, Java, PowerBI, TensorFlow, Django, Tableau, Gestión de proyectos, Azure. Idiomas: Inglés básico, Portugués, Inglés intermedio.",1.87
"Puesto: Especialista en Marketing Digital. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Git, Kubernetes, Keras, APIs REST. Skills blandas: Resolución de problemas, Gestión del tiempo, Pensamiento crítico, Adaptabilidad. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Bachiller. Skills: Git, Negociación, Deep Learning, Creatividad, JavaScript. Idiomas: Español nativo, Inglés básico, Francés.",5.49
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: TensorFlow, Azure, Django. Skills blandas: Creatividad, Pensamiento crítico, Gestión del tiempo. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Bachiller. Skills: Django, Azure, Creatividad, Gestión del tiempo, TensorFlow, React, Kubernetes, Node.js, Docker. Idiomas: Francés.",7.89
"Puesto: Ingeniero de Machine Learning. Ubicación: Remoto. Experiencia requerida: 8+ años. Educación: Profesional en Administración. Skills técnicas requeridas: AWS, TensorFlow, Kubernetes, SQL, PostgreSQL, Keras. Skills blandas: Creatividad, Pensamiento crítico, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 5-8 años. Educación: Profesional en Diseño. Skills: Creatividad, TensorFlow, SQL, Kubernetes, Pensamiento crítico, AWS, Resolución de problemas, Keras, Deep Learning, Django, Node.js, PostgreSQL, Python. Idiomas: Inglés intermedio, Inglés nativo, Francés.",7.01
"Puesto: DevOps Engineer. Ubicación: Barranquilla. Experiencia requerida: 8+ años. Educación: Doctorado. Skills técnicas requeridas: SQL, TensorFlow, APIs REST, Machine Learning. Skills blandas: Adaptabilidad, Pensamiento crítico. Idiomas: Francés.","Experiencia: 8+ años. Educación: Bachiller. Skills: Pensamiento crítico, SQL, Machine Learning, APIs REST, Trabajo en equipo, MongoDB, Java, Keras. Idiomas: Inglés nativo, Portugués.",8.56
"Puesto: Desarrollador Backend. Ubicación: Cali. Experiencia requerida: 8+ años. Educación: Profesional en Diseño. Skills técnicas requeridas: PostgreSQL, Django, TensorFlow, Azure, Kubernetes, SQL. Skills blandas: Resolución de problemas, Creatividad, Trabajo en equipo, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Profesional en Administración. Skills: Azure, PostgreSQL, Comunicación efectiva, Resolución de problemas, Creatividad, Django, SQL, Git, Java. Idiomas: Francés, Inglés nativo, Inglés avanzado.",4.85
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Doctorado. Skills técnicas requeridas: Java, Git, Node.js, Deep Learning, C++. Skills blandas: Gestión del tiempo, Comunicación efectiva, Pensamiento crítico, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 1-3 años. Educación: Doctorado. Skills: Pensamiento crítico, Agile, React, Excel avanzado. Idiomas: Español nativo.",3.83
"Puesto: Analista de Datos. Ubicación: Medellín. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: Deep Learning, Machine Learning, Docker, React. Skills blandas: Pensamiento crítico, Comunicación efectiva, Creatividad, Resolución de problemas. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Profesional en Administración. Skills: Machine Learning, UX/UI, Figma, Diseño gráfico, SEO. Idiomas: Español nativo.",5.79
"Puesto: DevOps Engineer. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Administración. Skills técnicas requeridas: APIs REST, C++, Git, Machine Learning, JavaScript, React, AWS. Skills blandas: Trabajo en equipo, Resolución de problemas, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Doctorado. Skills: Comunicación efectiva, C++, Resolución de problemas, Trabajo en equipo, AWS, Node.js, PostgreSQL, Liderazgo, SAP, Azure. Idiomas: Inglés intermedio, Español nativo, Francés.",5.56
"Puesto: Desarrollador Backend. Ubicación: Barranquilla. Experiencia requerida: 1-3 años. Educación: Maestría. Skills técnicas requeridas: AWS, Node.js, React. Skills blandas: Comunicación efectiva, Adaptabilidad, Pensamiento crítico, Trabajo en equipo. Idiomas: Portugués.","Experiencia: 3-5 años. Educación: Profesional en Diseño. Skills: Pensamiento crítico, Marketing digital, Adobe Photoshop, Liderazgo, SAP, Negociación, Diseño gráfico. Idiomas: Portugués.",6.37
"Puesto: Desarrollador Backend. Ubicación: Remoto. Experiencia requerida: 8+ años. Educación: Doctorado. Skills técnicas requeridas: Kubernetes, JavaScript, SQL. Skills blandas: Gestión del tiempo, Trabajo en equipo, Adaptabilidad. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Profesional en Administración. Skills: Gestión del tiempo, Agile, Análisis financiero, Figma, Adobe Photoshop, Liderazgo, Negociación, UX/UI, Content creation. Idiomas: Francés.",0.99
"Puesto: Especialista en Marketing Digital. Ubicación: Medellín. Experiencia requerida: 0-1 años. Educación: Maestría. Skills técnicas requeridas: Machine Learning, AWS, SQL, Azure. Skills blandas: Resolución de problemas, Pensamiento crítico, Trabajo en equipo, Gestión del tiempo. Idiomas: Inglés nativo.","Experiencia: 8+ años. Educación: Técnico. Skills: Java, Gestión del tiempo, PostgreSQL, Análisis financiero, Keras, React, Machine Learning. Idiomas: Español nativo, Francés.",6.92
"Puesto: Gerente de Proyectos. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Profesional en Diseño. Skills técnicas requeridas: PostgreSQL, Node.js, JavaScript. Skills blandas: Comunicación efectiva, Trabajo en equipo. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Profesional en Administración. Skills: PostgreSQL, Liderazgo, Agile, Video editing, Negociación, Figma, SAP, Marketing digital, PowerBI. Idiomas: Español nativo, Portugués.",2.8
"Puesto: Ingeniero de Machine Learning. Ubicación: Cali. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: PostgreSQL, Python, C++. Skills blandas: Pensamiento crítico, Trabajo en equipo. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Técnico. Skills: Python, Agile, SEO, Illustrator, Análisis financiero, Branding, Negociación, Scrum, Video editing. Idiomas: Francés, Español nativo, Inglés avanzado.",3.46
"Puesto: Ingeniero de Machine Learning. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Administración. Skills técnicas requeridas: Docker, Python, APIs REST, Machine Learning, Node.js, Django, MongoDB. Skills blandas: Comunicación efectiva, Trabajo en equipo. Idiomas: Portugués.","Experiencia: 0-1 años. Educación: Técnico. Skills: Trabajo en equipo, Excel avanzado, UX/UI, PowerBI, Tableau, Video editing, Liderazgo. Idiomas: Inglés avanzado, Inglés intermedio, Inglés nativo.",1.94
"Puesto: Desarrollador Backend. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Machine Learning, SQL, React, C++, Django, JavaScript, Keras. Skills blandas: Trabajo en equipo, Comunicación efectiva. Idiomas: Inglés intermedio.","Experiencia: 0-1 años. Educación: Maestría. Skills: Gestión de proyectos, Machine Learning, Docker, MongoDB, Django, Marketing digital, Python, Adaptabilidad, Resolución de problemas. Idiomas: Inglés intermedio.",3.51
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 5-8 años. Educación: Profesional en Administración. Skills técnicas requeridas: TensorFlow, Docker, AWS. Skills blandas: Creatividad, Adaptabilidad, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 3-5 años. Educación: Bachiller. Skills: AWS, Docker, Adaptabilidad, Creatividad, Machine Learning, Git, Java, Python, APIs REST. Idiomas: Portugués.",6.04
"Puesto: Desarrollador Backend. Ubicación: Remoto. Experiencia requerida: 5-8 años. Educación: Doctorado. Skills técnicas requeridas: SQL, Deep Learning, Machine Learning. Skills blandas: Comunicación efectiva, Pensamiento crítico, Trabajo en equipo. Idiomas: Francés.","Experiencia: 5-8 años. Educación: Profesional en Ingeniería. Skills: Machine Learning, Deep Learning, Comunicación efectiva, SQL, PostgreSQL, Git, Keras, Node.js. Idiomas: Inglés básico, Español nativo.",8.01
"Puesto: Desarrollador Backend. Ubicación: Híbrido. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: APIs REST, SQL, C++, Machine Learning. Skills blandas: Creatividad, Resolución de problemas, Adaptabilidad, Gestión del tiempo. Idiomas: Francés.","Experiencia: 1-3 años. Educación: Profesional en Ingeniería. Skills: Adaptabilidad, APIs REST, Liderazgo, Figma, SEO, Video editing. Idiomas: Inglés nativo, Francés, Portugués.",6.4
"Puesto: Ingeniero de Machine Learning. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Python, SQL, Azure, TensorFlow, Docker, Deep Learning. Skills blandas: Resolución de problemas, Trabajo en equipo, Pensamiento crítico, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Maestría. Skills: Resolución de problemas, Docker, Pensamiento crítico, Trabajo en equipo, SQL, Tableau, Liderazgo, Excel avanzado, Análisis financiero, Scrum, AWS. Idiomas: Inglés nativo, Inglés básico.",6.67
"Puesto: Gerente de Proyectos. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Django, MongoDB, TensorFlow, Git, Azure. Skills blandas: Pensamiento crítico, Adaptabilidad, Trabajo en equipo. Idiomas: Inglés avanzado.","Experiencia: 5-8 años. Educación: Tecnólogo. Skills: Django, MongoDB, Git, Análisis financiero, Scrum, JavaScript, C++, SAP, Negociación. Idiomas: Portugués.",5.14
"Puesto: Desarrollador Full Stack. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Profesional en Administración. Skills técnicas requeridas: PostgreSQL, Docker, C++, Machine Learning, Kubernetes. Skills blandas: Comunicación efectiva, Trabajo en equipo. Idiomas: Inglés intermedio.","Experiencia: 8+ años. Educación: Tecnólogo. Skills: C++, Kubernetes, Gestión de proyectos, PowerBI, Scrum, Machine Learning, Java, MongoDB, Deep Learning. Idiomas: Francés, Portugués, Español nativo.",7.49
"Puesto: Diseñador UX/UI. Ubicación: Barranquilla. Experiencia requerida: 3-5 años. Educación: Maestría. Skills técnicas requeridas: C++, JavaScript, APIs REST, Django, Machine Learning, Python. Skills blandas: Pensamiento crítico, Creatividad, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 0-1 años. Educación: Tecnólogo. Skills: JavaScript, C++, Python, Deep Learning, Machine Learning, Negociación, TensorFlow, Scrum. Idiomas: Francés.",3.4
"Puesto: Desarrollador Frontend. Ubicación: Bogotá. Experiencia requerida: 3-5 años. Educación: Maestría. Skills técnicas requeridas: Kubernetes, Django, SQL. Skills blandas: Trabajo en equipo, Gestión del tiempo, Comunicación efectiva, Resolución de problemas. Idiomas: Inglés intermedio.","Experiencia: 8+ años. Educación: Técnico. Skills: Django, Trabajo en equipo, Comunicación efectiva, Kubernetes, Gestión del tiempo, Resolución de problemas, Azure, React. Idiomas: Francés.",6.9
"Puesto: Desarrollador Backend. Ubicación: Barranquilla. Experiencia requerida: 8+ años. Educación: Doctorado. Skills técnicas requeridas: Django, React, Machine Learning. Skills blandas: Creatividad, Adaptabilidad, Gestión del tiempo. Idiomas: Inglés nativo.","Experiencia: 8+ años. Educación: Profesional en Administración. Skills: React, Adaptabilidad, Gestión del tiempo, Creatividad, Machine Learning, Comunicación efectiva, APIs REST, TensorFlow. Idiomas: Inglés básico, Portugués, Español nativo.",6.92
"Puesto: DevOps Engineer. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: PostgreSQL, C++, SQL, Java, Django, Keras. Skills blandas: Creatividad, Adaptabilidad. Idiomas: Portugués.","Experiencia: 0-1 años. Educación: Profesional en Ingeniería. Skills: SQL, PostgreSQL, Django, C++, Keras, Creatividad, Adaptabilidad, Comunicación efectiva, Resolución de problemas. Idiomas: Inglés nativo, Español nativo, Inglés intermedio.",8.08
"Puesto: Analista de Datos. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: SQL, React, Java, Docker, Git. Skills blandas: Gestión del tiempo, Comunicación efectiva, Creatividad, Adaptabilidad. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Bachiller. Skills: Comunicación efectiva, React, Gestión del tiempo, Java, Docker, Creatividad, Adaptabilidad, AWS, Python, JavaScript, Resolución de problemas. Idiomas: Español nativo, Francés, Inglés intermedio.",6.61
"Puesto: Especialista en Marketing Digital. Ubicación: Remoto. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: JavaScript, Node.js, Git, C++, Kubernetes, AWS, Machine Learning. Skills blandas: Creatividad, Resolución de problemas. Idiomas: Inglés avanzado.","Experiencia: 0-1 años. Educación: Técnico. Skills: AWS, Machine Learning, Scrum, Video editing, Liderazgo, Content creation. Idiomas: Francés, Inglés básico, Inglés nativo.",5.89
"Puesto: Analista de Datos. Ubicación: Remoto. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: JavaScript, SQL, React, Deep Learning, Java, MongoDB. Skills blandas: Pensamiento crítico, Gestión del tiempo, Trabajo en equipo, Creatividad. Idiomas: Francés.","Experiencia: 8+ años. Educación: Tecnólogo. Skills: Java, Deep Learning, Pensamiento crítico, React, C++, Kubernetes, Scrum, Azure, Keras. Idiomas: Inglés avanzado, Inglés nativo.",4.97
"Puesto: Analista de Datos. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: TensorFlow, Keras, Java, PostgreSQL, Deep Learning, Docker, JavaScript. Skills blandas: Gestión del tiempo, Adaptabilidad. Idiomas: Inglés intermedio.","Experiencia: 0-1 años. Educación: Tecnólogo. Skills: TensorFlow, JavaScript, Keras, Gestión del tiempo, PowerBI, Negociación, Análisis financiero, MongoDB, Liderazgo, Kubernetes. Idiomas: Español nativo.",1.96
"Puesto: Data Scientist. Ubicación: Cali. Experiencia requerida: 1-3 años. Educación: Doctorado. Skills técnicas requeridas: APIs REST, C++, MongoDB, Azure, Python, SQL. Skills blandas: Creatividad, Gestión del tiempo, Resolución de problemas. Idiomas: Portugués.","Experiencia: 3-5 años. Educación: Técnico. Skills: Azure, Resolución de problemas, Marketing digital, Scrum, Illustrator, PowerBI, Content creation, Figma, Agile. Idiomas: Portugués.",5.09
"Puesto: Product Manager. Ubicación: Híbrido. Experiencia requerida: 1-3 años. Educación: Profesional en Diseño. Skills técnicas requeridas: PostgreSQL, Deep Learning, Docker, Azure. Skills blandas: Comunicación efectiva, Trabajo en equipo, Gestión del tiempo, Pensamiento crítico. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Maestría. Skills: Deep Learning, Content creation, Illustrator, SAP, Adobe Photoshop, PowerBI, UX/UI. Idiomas: Inglés intermedio.",6.34
"Puesto: Analista de Datos. Ubicación: Bogotá. Experiencia requerida: 1-3 años. Educación: Profesional en Diseño. Skills técnicas requeridas: AWS, Django, Keras. Skills blandas: Resolución de problemas, Adaptabilidad. Idiomas: Inglés intermedio.","Experiencia: 8+ años. Educación: Bachiller. Skills: Resolución de problemas, Adaptabilidad, Docker, Gestión de proyectos, Machine Learning, Agile, Deep Learning. Idiomas: Portugués.",4.93
"Puesto: Product Manager. Ubicación: Medellín. Experiencia requerida: 3-5 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: React, Machine Learning, TensorFlow, SQL, Kubernetes, Deep Learning, Docker. Skills blandas: Creatividad, Trabajo en equipo, Resolución de problemas, Gestión del tiempo. Idiomas: Inglés avanzado.","Experiencia: 3-5 años. Educación: Técnico. Skills: SQL, Gestión del tiempo, Deep Learning, Resolución de problemas, Docker, Kubernetes, TensorFlow, Trabajo en equipo, MongoDB, Machine Learning. Idiomas: Español nativo.",8.41
"Puesto: Desarrollador Frontend. Ubicación: Cali. Experiencia requerida: 1-3 años. Educación: Profesional en Administración. Skills técnicas requeridas: Java, Node.js, Django. Skills blandas: Adaptabilidad, Trabajo en equipo, Comunicación efectiva, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 5-8 años. Educación: Profesional en Diseño. Skills: Java, Adaptabilidad, Pensamiento crítico, Trabajo en equipo, Gestión de proyectos, Análisis financiero, MongoDB. Idiomas: Español nativo, Inglés avanzado.",8.17
"Puesto: DevOps Engineer. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: Python, React, Node.js, Azure, APIs REST, Deep Learning, Java. Skills blandas: Resolución de problemas, Pensamiento crítico. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Profesional en Administración. Skills: Python, Git, Adaptabilidad, SAP, Excel avanzado, Diseño gráfico, Trabajo en equipo, Adobe Photoshop. Idiomas: Español nativo, Portugués, Inglés avanzado.",6.19
"Puesto: Especialista en Marketing Digital. Ubicación: Barranquilla. Experiencia requerida: 0-1 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Keras, Azure, SQL, Java. Skills blandas: Trabajo en equipo, Resolución de problemas, Adaptabilidad. Idiomas: Francés.","Experiencia: 8+ años. Educación: Doctorado. Skills: Node.js, UX/UI, PostgreSQL, Kubernetes, Pensamiento crítico, Gestión de proyectos. Idiomas: Francés, Español nativo.",4.76
"Puesto: Desarrollador Backend. Ubicación: Medellín. Experiencia requerida: 5-8 años. Educación: Profesional en Diseño. Skills técnicas requeridas: React, Node.js, APIs REST, SQL. Skills blandas: Trabajo en equipo, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 0-1 años. Educación: Profesional en Diseño. Skills: React, Adobe Photoshop, Video editing, UX/UI, Scrum, Tableau, Excel avanzado. Idiomas: Español nativo, Inglés intermedio, Inglés básico.",2.14
"Puesto: Desarrollador Backend. Ubicación: Bogotá. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: C++, Azure, SQL. Skills blandas: Pensamiento crítico, Trabajo en equipo, Creatividad, Comunicación efectiva. Idiomas: Inglés nativo.","Experiencia: 1-3 años. Educación: Técnico. Skills: Trabajo en equipo, C++, Creatividad, React, PowerBI, Git, JavaScript, Keras, SAP. Idiomas: Francés.",5.37
"Puesto: Gerente de Proyectos. Ubicación: Cali. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: APIs REST, MongoDB, React. Skills blandas: Pensamiento crítico, Adaptabilidad, Trabajo en equipo. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Bachiller. Skills: Deep Learning, Video editing, Docker, Figma, APIs REST, PostgreSQL, JavaScript, Django, Git. Idiomas: Inglés avanzado, Inglés básico, Inglés intermedio.",3.56
"Puesto: Especialista en Marketing Digital. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Profesional en Diseño. Skills técnicas requeridas: APIs REST, SQL, Docker, Java, Node.js, C++, TensorFlow. Skills blandas: Resolución de problemas, Adaptabilidad, Trabajo en equipo, Creatividad. Idiomas: Inglés intermedio.","Experiencia: 5-8 años. Educación: Profesional en Administración. Skills: APIs REST, Adaptabilidad, C++, SQL, TensorFlow, AWS, PowerBI, Django, Python, Scrum. Idiomas: Francés, Inglés básico, Inglés avanzado.",7.09
"Puesto: Analista Financiero. Ubicación: Híbrido. Experiencia requerida: 8+ años. Educación: Maestría. Skills técnicas requeridas: PostgreSQL, AWS, Deep Learning, Kubernetes, JavaScript, APIs REST. Skills blandas: Adaptabilidad, Resolución de problemas, Comunicación efectiva, Creatividad. Idiomas: Francés.","Experiencia: 0-1 años. Educación: Tecnólogo. Skills: APIs REST, Figma, Video editing, Diseño gráfico, Scrum, Liderazgo, Gestión de proyectos, SAP, PowerBI. Idiomas: Español nativo.",0.95
"Puesto: Diseñador UX/UI. Ubicación: Cali. Experiencia requerida: 0-1 años. Educación: Doctorado. Skills técnicas requeridas: Docker, AWS, MongoDB, Java, Azure. Skills blandas: Adaptabilidad, Creatividad. Idiomas: Inglés avanzado.","Experiencia: 3-5 años. Educación: Profesional en Ingeniería. Skills: Docker, Tableau, Diseño gráfico, SAP, Branding, Marketing digital, UX/UI, Content creation. Idiomas: Inglés nativo, Inglés básico, Inglés intermedio.",5.58
"Puesto: Gerente de Proyectos. Ubicación: Híbrido. Experiencia requerida: 0-1 años. Educación: Profesional en Administración. Skills técnicas requeridas: SQL, MongoDB, Python, Deep Learning. Skills blandas: Gestión del tiempo, Trabajo en equipo, Resolución de problemas, Pensamiento crítico. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Tecnólogo. Skills: Trabajo en equipo, Agile, UX/UI, PowerBI, Excel avanzado. Idiomas: Portugués, Inglés intermedio.",3.78
"Puesto: Analista Financiero. Ubicación: Medellín. Experiencia requerida: 1-3 años. Educación: Doctorado. Skills técnicas requeridas: Docker, JavaScript, Node.js, Python, Git, AWS. Skills blandas: Pensamiento crítico, Trabajo en equipo, Comunicación efectiva. Idiomas: Francés.","Experiencia: 3-5 años. Educación: Profesional en Administración. Skills: JavaScript, Git, Pensamiento crítico, Comunicación efectiva, Docker, Azure, React, Machine Learning, Análisis financiero. Idiomas: Español nativo, Francés, Inglés básico.",6.66
"Puesto: Desarrollador Full Stack. Ubicación: Remoto. Experiencia requerida: 1-3 años. Educación: Profesional en Ingeniería. Skills técnicas requeridas: Azure, AWS, PostgreSQL, JavaScript, Java, Git, Docker. Skills blandas: Gestión del tiempo, Pensamiento crítico, Adaptabilidad. Idiomas: Inglés avanzado.","Experiencia: 0-1 años. Educación: Doctorado. Skills: Git, Azure, Pensamiento crítico, Gestión del tiempo, JavaScript, Java, Docker, PostgreSQL, SQL, Keras, Creatividad, AWS. Idiomas: Francés, Inglés básico.",8.19
"Puesto: Analista Financiero. Ubicación: Barranquilla. Experiencia requerida: 5-8 años. Educación: Maestría. Skills técnicas requeridas: Docker, SQL, Java, Keras, Django, TensorFlow. Skills blandas: Resolución de problemas, Gestión del tiempo, Trabajo en equipo, Pensamiento crítico. Idiomas: Inglés nativo.","Experiencia: 3-5 años. Educación: Bachiller. Skills: Docker, Gestión del tiempo, Java, TensorFlow, Agile, APIs REST, SAP, React, PowerBI, Scrum. Idiomas: Francés, Español nativo, Inglés avanzado.",5.77
"Puesto: Desarrollador Backend. Ubicación: Medellín. Experiencia requerida: 8+ años. Educación: Doctorado. Skills técnicas requeridas: PostgreSQL, JavaScript, Machine Learning. Skills blandas: Trabajo en equipo, Pensamiento crítico. Idiomas: Inglés intermedio.","Experiencia: 1-3 años. Educación: Tecnólogo. Skills: JavaScript, SAP, SEO, Illustrator, UX/UI, Análisis financiero. Idiomas: Inglés intermedio.",3.55
